Hindi|English|Sanskrit
जिस प्रकार 'सूर्य' इस सकल जगत् का चक्षु है तथापि बाह्य चाक्षुष दोष उसे लिप्त नहीं करते।|Even as the Sun is the eye of all this world, yet it is not soiled by the outward blemishes of the visual|सर्वलोकस्य चक्षुः सूर्यः यथा चक्षुषैः बह्यदोषैः न लिप्यते।
इसी प्रकार समस्त प्राणियों में विद्यमान् 'अन्तरात्मा' एक ही है।|so there is one Spirit within all creatures, but the sorrow of this world soils it not|तथा एकः सर्वभूतान्तरात्मा लोकदुःखेन न लिप्यते।
वह दुःख तथा उसके भय से परे है।|For it is beyond grief and his danger|यतः सः बाह्यः।
मैं स्वयं ही चाय बनाऊंगा।|I will make the tea myself.|अहं स्वयमेव चायं पक्ष्यामि।
मैं खुद ही चाय बनाऊंगा।|I will make the tea on my own.|अहं स्वयमेव चायं पक्ष्यामि।
मैं आप ही चाय बनाऊंगा।|I will make the tea without help.|अहं स्वयमेव चायं पक्ष्यामि।
वह स्वयं /खुद/आप ही भोजन बनाती है।|She cooks the meal on her own.|सा स्वयमेव भोजनं पचति।
यह फाटक खुद ही/आप ही बंद हो जाती है।|This main entrance closes on its own.|एतत् मुख्यद्वारं स्वयमेव पिहितं भवति।
यह इंजन खुद ही/आप ही चलने लगी।|This engine moves on its own.|एतत् यन्त्रं स्वयमेव चलनमारभत।
मैं स्वयं कपड़े साफ करता हूं।|I wash the clothes myself.|अहं स्वयमेव वस्त्राणि प्रक्षालयामि।
उसने खुद फाटक खोला।|He opened the main entrance on his own.|स स्वयमेव मुख्यद्वारम् उद्धाटिवान्।
वह आप ही कमरे साफ करती है।|She cleans the room on her own.|सा स्वयमेव प्रकोष्ठं सम्मार्जयति।
मैं स्वयं जूतों में पालिश करता हूँ।|I polish the shoes myself.|अहं स्वयमेव उपानहौ परिमार्जयामि।
वह खुद पत्र टंकित करती है।|She types the letter on her own.|सा स्वयमेव पत्रं टङ्कति।
उस महिला ने खुद प्रदर्शन का नेतृत्व किया।|That woman herself leads the performance.|सा महिला स्वयमेव प्रदर्शनस्य नेतृत्वं कृतवती।
प्रधानाध्यापक ने स्वयं झंडा फहराया।|The headmaster himself hoisted the flag.|प्रधानाध्यापक: स्वयमेव झण्डोत्तोलनं कृतवान्।
वे स्वयं चाय बनाते हैं।|They make tea themselves.|ते स्वयमेव चायं पचन्ति।
उन्होंने स्वयं निमंत्रण पत्र बांटे।|He himself distributed the invitation cards.|स स्वयमेव निमंत्रण-पत्रं वितरितवान्।
मैं आपही बच्चों को पढ़ाता हूँ।|I teach your children only.|अहं स्वयमेव बालकान् पाठयामि।
पत्नी ने खुद ही गाड़ी चलाई।|The wife drove the car herself.|पत्नी स्वयमेव वाहनं चालितवती।
प्रधानमंत्री ने खुद ही मेरा स्वागत किया।|The Prime Minister himself welcomed me.|माननीय: प्रधानमंत्री स्वयमेव माम् आदरेण सत्कृतवान्।
बस दो कटोरी पानी की ही तो बात है।|It is just a matter of two bowls of water.|केवलं द्वयोः कसोरिकयोः जलस्य एव तु विषयोऽस्ति।
प्यासे पक्षियों को पानी पिलाएं।|Give water to thirsty birds.|तृषितविहगान् जलं पाययेम।
आओ, इस आदत को संस्कार बनाएं।|Come, let's make this habit a culture.|आगच्छन्तु, एनं स्वभावं संस्कारनिर्माणं कुर्याम।
सब कार्यों के निर्वाह लिए, शरीर का रक्षण करना चाहिए, जब शरीर सुदृढ रहेगा तब ही पुरुषार्थ (धर्म अर्थ काम मोक्ष) प्राप्त हो सकेगा। जबकि शरीर के विनाश से सब कार्यों का अभाव ही रहेगा।|To perform all the tasks, the body should be protected, only when the body remains strong then one can achieve the effort (Dharma meaning Kama Moksha). Whereas due to destruction of the body there will be absence of all the works.|मनुष्यः सर्वं कार्यं विहाय प्रथमं शरीरस्य रक्षणं कुर्यात्, यतः शरीरं सुदृढं भवति चेत् एव सः पुरुषार्थान् धर्मार्थकामान् प्राप्तुं शक्नोति। शरीरस्य विनाशे सति सर्वेषां कार्याणाम् अभावः एव भवति।
हिंदू धर्म में 16 श्रृंगार के महत्व के बारे में बताया गया है।|The importance of 16 adornments has been explained in Hindu religion.|हिन्दूधर्मे षोडशालङ्काराणां महत्त्वस्य विषये बोधितमस्ति।
मांग के सिंदूर से लेकर पैरों के बिछिया तक   ये सभी श्रृंगार विवाहित महिला की खूबसूरती में चार चांद लगाते हैं।|From the vermillion on the forehead to the toe rings on the feet, all these adornments add to the beauty of a married woman.|सीमन्तस्य सिंदूरादाराभ्य पादयो: मञ्जीरं यावत् एते सर्वे शृंगारा: विवाहिताया: महिलाया: सौन्दर्यं वर्धयन्ति।
साथ ही ये श्रृंगार विवाह के बाद किसी स्त्री के जीवन में आए परिवर्तन और समाज में उसके रूप को नई पहचान भी देते हैं।|Besides, these adornments also reflect the changes in a woman's life after marriage and give a new identity to her appearance in the society.|एतदतिरिच्य एते अलङ्कारा: विवाहानन्तरं कस्याश्चित् नार्या: आगते परिवर्तने समाजे च तस्या: रूपं नूतनाभिज्ञानमपि ददति।
इसलिए 16 श्रृंगार का संबंध केवल खूबसूरती नहीं भाग्य से भी जुड़ा होता है।|Therefore, 16 adornments are not only related to beauty but also to luck.|अतः षोडशशृंङ्गारा: न केवलं सौन्दर्येण सह सम्बद्धा: अपितु भाग्येन अपि सम्बन्धिता: सन्ति।
शृंगार क्या-क्या होते हैं?|What is makeup?|शृंगार: के के स्यु:?
सिन्दूर, बिंदी, काजल, मंगलसूत्र, नूपुर, चूड़ी, नथुनी, मेहंदी, कुंडल, मांगटीका, गजरा, लाल वस्त्र, कंगन, कमरबंद, अंगूठी।|vermillion, Bindi, kohl, Mangalsutra, Nupur, Bangle, Nose ring, henna, ear rings, Maangtika, Gajra, red clothes, Bracelet, Waistband, Ring.|सिंदूरं ललाटभरणं कज्जलं मङ्गलसूत्रं नूपुरं काचवलयं नासाभरणं मेन्धिका कर्णलोलकं सीमान्तालङ्कारः वेणीमाला रक्तवर्णवस्त्रम् अङ्गदं रशना ऊर्मिका च।
कभी सोचा है भगवान कृष्ण का स्वरूप हमें क्या सिखाता है।|Have you ever wondered what the avtara of Lord Krishna teaches us?|किं भवता कदापि चिन्तितम् यत् भगवतः श्रीकृष्णस्य रूपम् अस्मान् किं पाठयति?
क्यों भगवान जंगल में पेड़ के नीचे खड़े बांसुरी बजा रहे हैं, मोरमुकुट पहने,शरीर पर पीला वस्त्र, गले में वैजयंती की माला, साथ में राधा, पीछे गाय।|Why is God playing the flute standing under a tree in the forest, wearing peacock crown, yellow clothes on his body, Vaijayanti garland around his neck, Radha along with him, cow behind him.|किमर्थं भगवान् वने वृक्षस्य अध: स्थितो भूत्वा वेणीवादनं करोति? मयुरमुकुटं धृतवानस्ति। शरीरे पीतवस्त्रं धृतवानस्ति। ग्रीवायां वैजयन्तीमाला अस्ति। तस्य पार्श्वे राधा पृष्ठतश्च धेनु:।
कृष्ण की यह छवि हमें क्या प्रेरणा देती है?|What inspiration does this image of Krishna give us?|इयं कृष्णप्रतिमा अस्मेभ्य: कां प्रेरणाम् अयच्छति?
क्यों कृष्ण का रूप इतना मनोहर लगता है?|Why does Krishna's form look so beautiful?|कृष्णस्य रूपं किमर्थम् एतावत् सुन्दरं दृश्यते?
दरअसल कृष्ण हमें जीवन जीना सिखाते हैं।|Actually Krishna teaches us how to live life.|वस्तुतः कृष्णः अस्मभ्यं जीवनं कथं जीवितुं शक्यते इति शिक्षयति।
उनका यह स्वरूप अगर गहराई से समझा जाए तो इसमें हमें सफल जीवन के कई सूत्र मिलते हैं।|If this form of his is understood deeply, then in it we find many tips for a successful life.|तस्य अयं स्वरूप: यदि गभीरतया अवगम्येत तर्हि एतस्मिन् अस्माभि: सफलजीवनस्य अनेकानि सूत्राणि लभ्यन्ते।
विद्वानों का मत है कि भगवान विरोधाभास में दिखता है।|Scholars believe that God appears in contradiction.|भगवान् विरोधाभासरूपेण दृश्यते इति विद्वांसः मन्यन्ते।
आइए जानते हैं कृष्ण की छवि के क्या मायने हैं।|Let us know what is the meaning of the image of Krishna.|कृष्णप्रतिबिम्बस्य कः अर्थः इति ज्ञास्याम:।
भगवान के मुकुट में मोर का पंख है। यह बताता है कि जीवन में विभिन्न रंग हैं। ये रंग हमारे जीवन के भाव हैं। सुख है तो दुख भी है, सफलता है तो असफलता भी, मिलन है तो बिछोह भी। जीवन इन्हीं रंगों से मिलकर बना है।जीवन से जो मिले उसे माथे लगाकर अंगीकार कर लो। इसलिए मोर मुकुट भगवान के सिर पर है।|The Lord has a peacock feather in his crown. It tells that there are different colors in life. These colors are the emotions of our life. If there is happiness, there is sadness, if there is success, there is failure, if there is union, there is separation. Life is made up of these colors. Whatever you get from life, accept it wholeheartedly. That's why the peacock crown is on the head of the Lord.|भगवतो मुकुटे मयूरपक्षोऽस्ति। अयं ज्ञापयति यत् जीवनस्य विविधा: वर्णाः सन्ति। एते वर्णा: अस्माकं जीवनस्य अङ्गभूता: सन्ति। यदि सुखं स्यात् तर्हि दुःखमपि स्यात्, यदि साफल्यं स्यात् तर्हि असाफल्यमपि स्यात्, यदि मेलनं स्यात् तर्हि विरहोऽपि स्यात्। जीवनं एतैः वर्णैः निर्मितमस्ति। जीवनात् यत् किमपि लभ्यते तत् स्वकीयेण हृदयेण स्वीकुरोतु। अत एव मयूरमुकुटो भगवत: शिरसि राजते।
भगवान बांसुरी बजा रहे हैं, मतलब जीवन में कैसी भी घडी आए हमें घबराना नहीं चाहिए। भीतर से शांति हो तो संगीत जीवन में उतरता है। ऐसे ही अगर भक्ति पानी है तो अपने भीतर शांति कायम करने का प्रयास करें।|God is playing the flute, which means no matter what happens in life, we should not panic. If there is peace from within, music comes into life. Similarly, if devotion is water then try to maintain peace within yourself.|भगवान् मुरलीं वादयति अर्थात् जीवने यादृशोऽपि समय: आगच्छेत् चेदपि अस्माभि: आतङ्कितेन न भवितव्यम्। यदि अन्त:करणे शान्ति: स्यात् तर्हि जीवने सङ्गीतवत् माधुर्यं जायेत। एवमेव यदि भक्तिं लब्धुमिच्छेत् तर्हि स्वकीयस्य अन्त:करणे शान्तिं स्थापयितुं प्रयतताम्।
भगवान के गले में वैजयंती माला है।यह कमल के बीजों से बनती है।इसके दो मतलब हैं कमल के बीज सख्त होते हैं, कभी टूटते नहीं, सड़ते नहीं, हमेशा चमकदार बने रहते हैं।भगवान कह रहे हैं जब तक जीवन है तब तक ऐसे रहो जिससे तुम्हें देखकर कोई दुखी न हो।दूसरा यह माला बीज की है और बीज ही है जिसकी मंजिल होती है भूमि।भगवान कहते हैं जमीन से जुड़े रहो, कितने भी बड़े क्यों न बन जाओ, हमेशा अपने अस्तित्व की असलियत के नजदीक रहो।|There is a Vaijayanti rosary around the neck of the Lord. It is made of lotus seeds. It has two meanings. Lotus seeds are hard, never break, never rot, always remain shiny. God is saying that as long as there is life, live in such a way that no one gets sad after seeing you. Secondly, this garland is of seeds and it is the seeds whose destination is the land. God says stay connected to the land, no matter how big you become, always stay close to the reality of your existence. .|भगवतो ग्रीवायां वैजयंतीमाला अस्ति। एषा पद्मबीजै: निर्मीयते। अस्य द्वौ अर्थौ स्त: - कमलबीजानि कठोराणि भवन्ति, कदापि भग्नानि न भवन्ति, पर्युषितानि न भवन्ति, सदैव दीप्तिमानानि भवन्ति। भगवान् कथयति यत् यावज्जीवनमस्ति तावत् एवं तिष्ठ येन त्वां दृष्ट्वा कोऽपि दुःखी न भवेत्। द्वितीयत: एषा मालिकाबीजै: निर्मिता अस्ति बीजमेव चास्ति यस्य लक्ष्यं भूमिरेव भवति। भगवान् कथयति प्रकृतिसम्बद्धो भव, कियान् अपि महान् भव सदैव स्वास्तित्वस्य वास्तविकतायाः निकटे भव।
पीतांबर - पीला रंग सम्पन्नता का प्रतीक है। भगवान कहते हैं ऐसा पुरुषार्थ करो कि सम्पन्नता खुद आप तक चल कर आए। इससे जीवन में शांति का मार्ग खुलेगा।|Pitambara – Yellow color is a symbol of prosperity. God says, make such efforts that prosperity comes to you on its own. This will open the path to peace in life.|पीतवर्ण: सम्पन्नताया: प्रतीकोऽस्ति। भगवत: कथयति यत् एतादृशं पुरुषार्थं करोतु येन सम्पन्नता भवत: पार्श्वे स्वयं समृद्धिः आगच्छेत्। एतेन जीवने शान्तिमार्गः उद्घटिष्यति।
भगवान ने पीतांबर को ही कमरबंद बना रखा है।इसका अर्थ है हमेशा चुनौतियों के लिए तैयार रहें।धर्म के पक्ष में जब भी कोई कर्म करना पड़े हमेशा तैयार रहें।|God has kept Pitambara as his waistband. It means always be ready for challenges. Whenever you have to do any work in favor of religion, always be ready.|भगवान् पीताम्बरमेव कटिसूत्ररूपेण स्थापितवानस्ति। अस्य अर्थ: अस्ति-आह्वानानां कृते सर्वदा सज्जाः भवत। यदि धर्मपक्षे यत्किमपि कर्म करणीयं भवेत् तर्हि तदर्थं यूयं सज्जाः भवत।
कृष्ण के साथ राधा भी है। इसका अर्थ है जीवन में स्त्रीयों का महत्व भी है। उन्हें पूर्ण सम्मान दें। वे हमारी बराबरी में रहें, हमसे नीचे नहीं।|Radha is also with Krishna. This means that women also have importance in life. Give them full respect. They should be on par with us, not below us.|कृष्णेन सह राधा अस्ति। एतस्य अर्थ: अस्ति-जीवने नारीणां महत्त्वमस्ति। ताभ्य: पूर्णसम्मानं ददध्वम्। ता: अस्माकं समतुल्याः भवेयुः, न तु अस्मत्त: निकृष्टा:।
भवान् किम् अकार्षीत्?|What were you doing?|आप क्या कर रहे थे?
अधुनैव पश्यामि अद्य भवन्तम्।|I am seeing you only today.|अभी देख रहा हूं आज आपको।
मम व्रतम् अस्ति खलु।|I observing a vrata.|मेरा व्रत है ना।
अतः प्रत्यूषतः एव पूजने रतः आसम्।|This is why I am busy in worship in the morning.|इसलिए सवेरे से ही पूजन में लगा था।
चिरकालं पर्यन्तं पूजयति भवान् भगवन्तम्।|You worship God for a long time.|बहुत देर तक भगवान की पूजा करते हैं।
अद्यत्वे तु भगवत्याः पूजनं भवति।|I worship Goddess Bhagwati these days.|आजकल तो भगवती का पूजन चल रहा है।
देव्याः स्तोत्राणि पठामि।|I read stotras of the Goddess.|देवी के स्तोत्र पढ़ता हूं।
दुर्गासप्तशतीपाठम् अपि करोमि।|I even read Durgasaptashaati|दुर्गा सप्तशती का पाठ भी करता हूं।
इदानीं गृहस्य कानिचन कार्याणि सन्ति।|I have some chores to do at home.|इस समय घर के कुछ कार्य हैं।
पुनः मिलावः।|We shall meet again.|फिर मिलते हैं।
अहं प्रश्नं पृच्छेयम्।|I should ask a question.|मुझे प्रश्न पूंछना चाहिए।
अहं पत्रं लिखेयम्।|i should write a letter.|मुझे पत्र लिखना चाहिए।
अहं पुस्तकं पठेयम्।|I should read the book.|मुझे पुस्तक पढनी चाहिए।
अहं फलम् इच्छेयम्।|I should want fruit.|मुझे फल चाहना चाहिए।
अहं कपिना सह क्रीडेयम्।|i should play with the monkey|मुझे बंदर के साथ खेलना चाहिए।
अहं सूर्यं पश्येयम्।|i should see the sun|मुझे सूर्य को देखना चाहिए।
सूर्यः अदीव्यत्।|the sun shined|सूर्य चमका।
बालिका अनृत्यत्।|The girl danced.|बालिका नाची।
ग्रामः अनश्यत्।|The village was destroyed|गाँव नष्ट हुआ।
गुरुः शिष्येण सह भ्राम्यति।|The Guru roams with the disciple.|गुरु शिष्य के साथ घूमता है।
दुर्जनेन शिष्येण कः लाभः?|What is the benefit of a wicked disciple?|दुर्जन शिष्य से क्या लाभ?
नृपः सेनापतिना सह अत्र आगच्छत्।|The king came here with the commander.|राजा सेनापति के साथ यहाँ आया।
पर्वते कपयः क्रीडन्ति।|Monkeys are playing on the mountain.|पहाड पर बंदर खेल रहे हैं।
जो बुद्धिमान्|The wise man,|यः प्राज्ञः
अपने तथा शत्रु के सार-असार,|who knows his own and his enemy's essence,|आत्मनः द्विषतः च सारासारं 
बल तथा पराक्रमको जानकर उसके अनुसार बर्ताव करता है,|strength and bravery and behaves accordingly,|बलं वीर्यं जानन् विचरति, 
उसकी कभी पराजय नहीं होती है।|is never defeated.|सः पराभवं न याति।
खंजन एक मध्यम कद का बहुत ही चंचल पक्षी हे।|Khanjan is a very playful bird of medium height.|खञ्जन: एको मध्यमाकाय: अतीव चञ्चल: पक्षी अस्ति।
इस पक्षी का पूरा शरीर लम्बा और पतला होता है।|The entire body of this bird is long and thin.|अस्य पक्षिणः पूर्णं शरीरम् उन्नतं कृशं च भवति।
ये पक्षी अक्सर आपको पानी के किनारे मिल जाते हैं यानि ये सब पक्षियां झीलों, तालाबों, नदियाँ के किनारे घूमता रहता है।|You often find these birds on the banks of water, that is, all these birds roam around on the banks of lakes, ponds and rivers.|एते पक्षिण: प्रायशः भवद्भि जलतटेषु लभ्यन्ते अर्थात् एते सर्वे खगाः कासारतडागनदीतीरेषु भ्रमन्ति। 
प्राचीन कवियों ने नेत्रों की उपमा खंजन पक्षी से दिया हे क्योंकि इस पक्षी के नेत्र हमेशा चंचल रहते है।|Ancient poets have compared the eyes to the Khanjan bird because the eyes of this bird are always playful.|प्राचीनकविभिः नेत्रयोः तुलना खञ्जनपक्षिणा सह कृता यतः अस्य पक्षिणः नेत्रे सर्वदा चञ्चले भवत:। 
इस पक्षी की सबसे बड़ी विशेषता यह है की यह पक्षी अन्य पक्षी की तरह कूदकर नहीं बल्कि दौड़कर चलता है।|The biggest feature of this bird is that it does not move by jumping like other birds but by running.|अस्य पक्षिणः महत्तमं वैशिष्ट्यम् एतदस्ति यत् एष: पक्षी अन्ये पक्षिण: इव कूर्दनेन न अपितु धावनेन चलति।
मादा खंजन पक्षी करीब चार से सात अंडे देती हे जो चौड़े एवं अंडाकार होते हैं और नर मादा साथ मिलकर अपने बच्चो का पालन पोषण करते हैं।|The female Khanjan bird lays about four to seven eggs which are wide and oval and the male and female together nurture their children.|मादा खञ्जनपक्षी अनुमानत: चतुर्भ्य: सप्तानि यावत् अण्डानि सवति यानि विस्तृताणि वर्तुलाकाराणि च भवन्ति एवञ्च नर: मादा च परस्परं मिलित्वा स्वसन्तती: पोषयत:।
इस पक्षी का जीवनकाल करीब पांच से आठ साल तक होता है।|The lifespan of this bird is about five to eight years.|अस्य पक्षिण: आयु: अनुमानतः पञ्चेभ्य: अष्टवर्षपर्यन्तं भवति।
प्राकृतिक रूप से चींटों से छुटकारा पाने के लिए टेबल सॉल्ट सबसे अच्छे और सस्ते तरीकों में से एक है।|Table salt is one of the best and cheapest ways to get rid of ants naturally.|प्राकृतिकरूपेण अल्पमूल्यकस्य साधारणलवणस्य प्रयोग: पिपीलेभ्यो निवृत्त्यर्थं सर्वोत्तमेषु उपायेषु अन्यतमोऽस्ति।
जमीन पर नमक की एक पंक्ति चींटों को रोकने के लिए बनाई जा सकती है।|A line of salt can be made on the ground to deter ants.|भूमौ लवणस्य एकस्या: रेखाया: निर्माणं पिपीलानां निवारणाय कर्तुं शक्यते।
पानी में नमक को घोलकर बनाया गया स्प्रे भी चींटों को दूर भगाने में मदद करता है।|Spray made by dissolving salt in water also helps in driving away ants.|जले लवणं सम्मिश्र्य निर्मितं सेचनमपि पिपीलानां दूरीकरणे सहायकं भवति।
योगी जल में पैदल चलते हैं।|Yogis walk on water on their feet.|योगिनः जलोपरि पदेन चलन्ति।
रजनीकान्त भूमि पर तैरता है मत्स्यः जैसा।|Rajnikant swims on the ground like a fish.|रजनीकान्तः भूमौ तरति मत्स्यः इव।
दीनों के बन्धु,|Friends of the poor,|दरिद्राणां बन्धुः
सकल मानवों के हितैषी,|Well wisher of all human beings,|निखिल-मनुजानां प्रियकरः
ज्ञान और कर्मयोग में समान दक्ष,|Equally adept in knowledge and action,|समः ज्ञाने कर्मणि
गुरुचरणों में अविचल भक्तियुक्त,|With unwavering devotion at the feet of Guru,|अविचलित-भक्त्यां गुरुपदे
शत्रु और मित्र के प्रति समदर्शी,|Compassionate towards enemy and friend,|समः शत्रौ मित्रे
दीप्त सूर्य के समान अतुल्य महिमावान,|Incomparably glorious like the bright sun,|अप्रतिम-महिम-उद्दिप्ततपनः
विवेकानन्द हमारे हृदय में सदा विराजमान हो|May Vivekananda always reside in our hearts.|विवेकानन्दः मे हृदय-गगने भातु सततम्
तराई की अनमोल खूबसूरती को समेटे है उत्तर प्रदेश के लखीमपुर खीरी जिले का दुधवा टाइगर रिज़र्व जो अनेको जंगली जीवों का आश्रय स्थल है।|Dudhwa Tiger Reserve of Lakhimpur Kheri district of Uttar Pradesh encompasses the priceless beauty of the Terai, which is a shelter for many wild animals.|उत्तरप्रदेशस्य लखीमपुरखीरी-मण्डलस्य दुधवाव्याघ्रसंरक्षणक्षेत्रं यत् अनेकेषां वन्यजीवानां आश्रयस्थलमस्ति तरायीक्षेत्रस्य अमूल्यं सौन्दर्यं व्याप्नोति।
टूरिस्ट को यहाँ की दुधवा रेंज, सोनारीपुर रेंज व सठियाना रेंज में जंगल सफारी करायी जाती है।|Tourists are given jungle safari in Dudhwa Range, Sonaripur Range and Sathiana Range.|(वनविभागेन) पर्यटका: अत्रत्या: दुधवास्थानस्य, सोनारीपुरस्थानस्य च सठियानास्थानस्य च वनक्षेत्रे परिभ्राम्यन्ते।
ये क्षेत्र प्राकृतिक सौन्दर्य से भरे पड़े है जिनमे मुख्य रूप से बाँके ताल,भदरौला ताल, ककरहा ताल, छोटा बाँके, शेर कुआ, आम चौराहा, चीतल चौराहा, शेर कुआं, घूम रोड, मदरैया मचान,एस0डी0 सिंह रोड व गुलरीघाट आदि।|These areas are full of natural beauty which mainly include Banke Tal, Bhadraula Tal, Kakarha Tal, Chhota Banke, Sher Kua, Aam Chauraha, Chital Chauraha, Sher Kuan, Ghoom Road, Madraiya Machan, SD Singh Road and Gulrighat etc.|एतानि क्षेत्राणि प्राकृतिकसौन्दर्येण परिपर्णानि सन्ति येषु मुख्यरूपेण बाँके ताल,भदरौला ताल, ककरहा ताल, छोटा बाँके, शेर कुआ, आम चौराहा, चीतल चौराहा, शेर कुआं, घूम रोड, मदरैया मचान, एस.डी. सिंह रोड व गुलरीघाट इत्यादय: मार्गा: सन्ति।
इसके अलावा सुहेली नदी व नकहुआ नदी जंगल से होकर गुजरती है, जो अनेको जानवरो की प्यास बुझाने का कार्य करती है।|Apart from this, Suheli River and Nakhua River pass through the forest, which quench the thirst of many animals.|एतदतिरिच्य सुहेलीनदी नकहुआनदी च एते नद्यौ वनमार्गेण /वनमतिक्रम्य प्रवहत:, ये अनेकेषां पशूनां तृष्णां निवारयितुं कार्यं कुरुत:।
इसके अलावा सुहेली नदी व नकहुआ नदी जंगल से होकर गुजरती है, जो अनेको जानवरो की प्यास बुझाने का कार्य करती है।|Apart from this, Suheli River and Nakhua River pass through the forest, which quench the thirst of many animals.|एतदतिरिच्य सुहेलीनदी नकहुआनदी च एते नद्यौ वनमार्गेण /वनमतिक्रम्य प्रवहत:, ये अनेकेषां पशूनां तृष्णां निवारयितुं कार्यं कुरुत:।
इन नदियों में बड़ी संख्या में मगरमच्छ पाए जाते है।|Crocodiles are found in large numbers in these rivers.|एतासु नदीषु बहव: मकरा: दृश्यन्ते।
इसके अलावा ऊदबिलाव व कई प्रकार के कछुओं को भी इन नदियों में देखा जा सकता है।|Apart from this, otters and many types of turtles can also be seen in these rivers.|एतदतिरिच्य उदविडाला: अनेकप्रकारका: कच्छपा: अपि एतासु नदीषु द्रष्टुं शक्यन्ते।
यहाँ पर बाघ, तेंदुआ, हाथी, भालू व गैंडा के अलावा हिरणों की पांच प्रजातियां व अन्य बहुत से जीव जंतु भी पाए जाते है।|Apart from tiger, leopard, elephant, bear and rhinoceros, five species of deer and many other animals are also found here.|अत्र व्याघ्रा: च तरक्षव: च गजा: च भल्लुका: चातिरिच्य पञ्चप्रजातय: मृगा: बहव: च जीवजन्तव: अपि प्राप्यन्ते।
साथ ही यहाँ 400 से ज्यादा प्रकार के पक्षी भी पाए जाते है।|Besides, more than 400 types of birds are also found here.|सहैव अत्र चतुश्शताधिकप्रकाराः खगा: अपि प्राप्यन्ते।
दुधवा घूमने के हिसाब से हर माह का अपना एक अलग मजा है।|Every month has its own fun to visit Dudhwa.|दुधवायां भ्रमणाय प्रत्येकं मासस्य स्वकीयम् एकं पृथक् आनन्दमस्ति।
सैलानियों के लिए पार्क 15 नवंबर से 15 जून तक खुला रहता है।|The park remains open for tourists from 15 November to 15 June.|पर्यटकेभ्य: वनोद्यानं नवम्बरमासस्य पञ्चदिवसात् जूनमासस्य पञ्चदशदिवसं यावत् उद्घाटितमस्ति।

आज का विचार जानो पढ़ो और अनुकरण करो।|Know, read and imitate today's thought.|अद्यतनं विचारं जानीत,पठत अनुकुरुत च।
जीवन में सफल होना है तो चार वाक्यों को कचरे के डिब्बा में डाल दो।|If you want to be successful in life, throw these four sentences in the dustbin.|जीवने साफल्यमिच्छत चेत् चत्वारि वाक्यानि अवकरपेटिकायां क्षिपत।
एक, लोग क्या कहेंगे?|One, what will people say?|प्रथमवाक्यम्, जना: किं वदिष्यन्ति?
दूसरा, मुझसे नहीं होगा।|Second, I can't.|द्वितीयवाक्यम्, मया न शक्यते।
तीसरा, मेरा मूड नहीं है।|Third, I'm not in the mood.|तृतीयवाक्यम्, मम मनोदशा सम्यक् न।
और चार, मेरी किस्मत ही खराब है।|And four, I have bad luck.|अपि च चतुर्थवाक्यम्, मम भाग्यमेवानुकूलं न।
ये वे चार वाक्य हैं जो आदमी को आगे नहीं बढ़ने देते।|These are those four sentences which do not allow a man to move forward.|एतानि एव चत्वारि वाक्यानि सन्ति यैः मानवः प्रगतिं कर्तुं न शक्नोति।
चलो, उठो, आगे बढ़ो।|Come on, get up, move forward.|चलत, उत्तिष्ठ, अग्रे सरत।
क्यों सुस्त पड़े हो?|Why are you lying idle?|किमर्थं निस्तेज: स्त?
जो पाना है, उसे पाने के लिए पूरा ताकत झोंक दो।|Whatever you want to achieve, use all your strength to achieve it.|यत् प्रापणीयं तत् प्राप्तुं पूर्णप्रयासं करुत।
तुम्हें आगे बढ़ने से कोई नहीं रोक सकता।|No one can stop you from moving forward.|उन्नतिमार्गगमनात् युष्मान् कश्चनापि न रोद्धुं शक्नोति।
मुझे पचास रुपये हैं।|I have fifty rupees.|मम पार्श्वे पञ्चाशत् रूप्यकानि सन्ति।
मुझे पांच सौ रुपये का एक ननोट है।|I have a note of five hundred rupees.|मम पार्श्वे एका पञ्चशतकरूपयक-कागदमुद्रा अस्ति।
मुझे एक भी रुपया नहीं है।|I don't have a single rupee.|मम पार्श्वे एकमपि रूप्यकं नास्ति।
आजकल मेरे पास रुपया-पैसा नहीं है।|Nowadays I don't have any money.|अद्यत्वे मम पार्श्वे पणाः/रूप्यकानि न सन्ति।
आजकल रुपए पैसे ही सब कुछ है।|Nowadays money is everything.|अद्यत्वे द्रविणमेव सर्वमस्ति।
मेरे पास एक भी पैसा नहीं है।|I don't have any money.|मम पार्श्वे एकोऽपि पणो नास्ति।
मुझे एक रुपया भर सोना दो।|Give me one rupee worth of gold.|मह्यम् एकरूप्यकस्य नाणकस्य मूल्यसमं स्वर्णं देहि।
भगवान ने हमारे मस्तिष्क और व्यक्तित्व में असीमित क्षमताएं और शक्तियां दी हैं।ईश्वर की प्रार्थना हमें इन शक्तियों को विकसित करने में मदद करती है।|God has given unlimited abilities and powers in our brain and personality. Prayer to God helps us to develop these powers.|भगवान् अस्माकं मस्तिष्के व्यक्तित्वे च असीमशक्तिक्षमता: दत्तवान्। ईश्वरप्रार्थना अस्माकं शक्तीनां विकासं कर्तुं साहाय्यं करोति।
छात्र की सबसे महत्त्वपूर्ण गुण यह है कि वह हमेशा अपने अध्यापक से सवाल पूछे।|The most important quality of a student is that he should always ask questions to his teacher.|छात्रस्य महत्त्वपूर्णगुणो यत् सः सदा स्वकीयम् अध्यापकं प्रश्नं पृच्छेत् इति।
